id,name,url_key,price,description,image
53522813,Mô Hình Cá Mập Trắng Sát Thủ SCHLEICH 14809,mo-hinh-ca-map-trang-sat-thu-schleich-14809-p53522813,299000,"Schleich là một thương hiệu đồ chơi đến từ Đức với 80 năm kinh nghiệm trong việc sản xuất các đồ chơi mô hình, nhân vật. Sản phẩm của Schleich được trẻ em, phụ huynh và giáo viên trên 70 quốc gia trên toàn thế giới tin tưởng và sử dụng. Sản phẩm được chứng nhận 2009/48/EC và ED 71 về mức độ an toàn của đồ chơi và tiêu chuẩn đồ chơi quốc tế ASTM F963-2008 nên hoàn toàn không chứa các chất độc hại gây hại cho trẻ. - Mỗi sản phẩm của Schleich đều được sơn bằng tay rất tỉ mỉ. Qua nhiều bước phức tạp khác nhau và rất công phu mới có thể sản xuất được một sản phẩm hoàn thiện. Các mô hình đều thật đến từng chi tiết, có màu sắc bắt mắt và giúp kích thích thị hiếu cho trẻ. Cá mập trắng sát thủ là loài cá ăn thịt lớn nhất hành tinh. Răng của cá mập trắng sát thủ rất dài, từ 6-7cm và có các cạnh rìa, bao gồm nhiều hàng răng. Khi một trong những răng sắc nhọn, hình tam giác của chúng bị gãy thì chúng nhanh chóng được thay thế bởi một cái khác từ hàng phía sau . Răng thay thế phát triển một cách liên tục. Kẻ thù mạnh nhất của cá mập trắng sát thủ là cá voi sát thủ. Và Cá mập trắng sát thủ là loài đứng đầu trong các loài cá mập tấn công con người.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
198195713,"Gấu Bông We Bare Bears Nằm 50Cm Cao Cấp Memon, Gấu Bông Ba Anh Em Nhà Gấu Nhồi Bông",gau-bong-we-bare-bears-nam-50cm-cao-cap-memon-gau-bong-ba-anh-em-nha-gau-nhoi-bong-p198195713,395000,"ƯU ĐIỂM CỦA SẢN PHẨM - Gấu Bông We are bears là dòng sản phẩm cao cấp - Vỏ nhung mềm mịn co dãn 4 chiều - Bông gòn nhồi bên trong 100% là bông gòn 3D trắng tinh khiết loại 1, độ đàn hồi tốt. - Gấu bền đẹp, an toàn cho người sử dụng. THÔNG TIN SẢN PHẨM - Chất vải: Co dãn 4 chiều - Màu sắc: nhiều màu - Chất liệu bông: Bông gòn PP 3D tinh khiết, đàn hồi đa chiều - Thương hiệu: Memon - Kích thước: 50cm - Phân loại: gấu trúc, gấu nâu, gấu trắng ---------------------------------------------- QUY CÁCH ĐÓNG GÓI - Gấu nhồi bông được đóng gói cẩn thận - Nếu sản phẩm cỡ to, sẽ được hút chân không nhỏ gọn để đảm bảo vận chuyển dễ dàng. - Sau khi nhận hàng bạn vỗ đều SP để bông gòn được căng phồng như ban đầu. - Gấu Bông có thể chênh lệch về màu sắc và size do ánh sáng và cách đo khác nhau. *MEMON - SHOP THƯƠNG HIỆU CHÍNH HÃNGMemon là thương hiệu gấu bông- thú nhồi bông cao cấp, có uy tín với mẫu mã đa dạng, cam kết hàng chính hãng- 100% nhồi bông trắng PP 3D cao cấp, tinh khiết- Ảnh và video đúng sản phẩmGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
152629860,Gấu Bông Bạch Tuột Cảm Xúc 2 Mặt Hàng Cao Cấp 20cm,gau-bong-bach-tuot-cam-xuc-2-mat-hang-cao-cap-20cm-p152629860,59000,"̉ ̂̉ ́ ̣ ̂́ ̀ - ́ ̣ ̛̛̉ ⇝% ̉ ̂̉ ̂́ ̣̂ ̉ ̀ ̂ ̉, ê à ì đẹ ự ự ơ ề ⇝ Ô Ả À Ề Ấ Ầ Ô Ả Ẩ ƯU ĐIỂM CỦA GẤU BÔNG BẠCH TUỘC CẢM XÚC - Bạch tuộc cảm xúc bông đang hot trên thị trường - Lộn mặt bạch tuộc là thay đổi cảm xúc luôn. - Chất liệu bạch tuộc là vải nỉ nhung cao cấp. - Bông gòn nhồi bên trong 100% là bông gòn 3D trắng tinh khiết loại 1, độ đàn hồi tốt. Ai chẳng có lúc vui, lúc buồn, và bạch tuộc bông cảm xúc cũng sẽ thay đổi biểu cảm của khuôn mặt theo tâm trạng của bạn. THÔNG TIN SẢN PHẨM - Kích thước: 20X10CM – Chiều cao 10 cm - Chất liệu: vải nỉ nhung cao cấp - Chất liệu bông: Bông gòn BI, đàn hồi đa chiều - Xuất xứ: Việt Nam. QUY CÁCH ĐÓNG GÓI - Bạch tuộc cảm xúc nhồi bông được đựng trong hộp hoặc túi đóng gói cẩn thận. - Bạch tuộc cảm xúc có thể chênh lệch 1 chút về màu sắc và size do ánh sáng và cách đo khác nhau. Chú ý : khách hàng mua các sản phẩm giá rẻ bất thường trên thị trường nên kiểm tra Chất liệu vải phải giống quảng cáo Cân nặng của gấu bông phải nhẹ, cầm và ôm phải mềm – gấu bông nặng và cứng thì bên trong nhồi bông kém chất lượng. SHOP CAM KẾT : _Sản phẩm giống mô tả 100% _Hình ảnh sản phẩm là ảnh thật _ Cam kết chất lượng sản phẩm được nhồi 100% bông trắng đàn hồi tinh khiết không pha trộn tạp chất, không ảnh hưởng đến sức khỏe, an toàn cho trẻ em. _ Hàng được kiểm tra kĩ càng, cẩn thận trước khi gói hàng giao cho Quý Khách _ Hàng có sẵn, giao hàng ngay khi nhận được đơn _ Hoàn tiền ngay nếu sản phẩm không giống với mô tả Tất cả các sản phẩm đều được shop check kỹ, có video quay lại Để đảm bảo quyền lợi của khách hàng,Khi nhận hàng quý khách vui lòng quay video để shop có thể hỗ trợ xử lý khiếu nại được tốt nhất ạ. ́ ́ ̉ ̀ ️ Cam kết : Í Á À À ĐỔ Ả ➣ Đổi trả miễn phí trong vòng 3 ngày nếu sản phẩm không mẫu hoặc không giống như mô tả ạ ➣ Giao hàng toàn quốc, nhận hàng tại nhà, nhận hàng mới thanh toán ➤➤ Chương trình hỗ trợ Vận Chuyển ➤➤ ➣ Hỗ trợ 5K cho đơn hàng > 50k ➣ Hỗ trợ 10K cho đơn hàng > 150k ➣ Hỗ trợ 15K cho đơn hàng > 299K ️Cảm ơn quý khách đã ghé thăm gian hàng . Quý khách nhận hàng, nếu hài lòng về sản phẩm vui lòng bỏ chút thời gian đánh giá 5* cho shop để nhận Voucher VIP xin cảm ơn! Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
117091160,Tông Đơ Cắt Tóc 2 Pin CODOS T6 ( Hàng Chính Hãng),tong-do-cat-toc-2-pin-codos-t6-hang-chinh-hang-p117091160,663000,"Giới thiệu Tông đơ cắt tóc CODOS T6 Mô tả : Thông số: - Điện áp : 110~240V ~ 50Hz. - Pin: 2 pin 4V dung lượng 800mAh kéo dài đến 120 phút - Bộ sản phẩm bao gồm: 1 tông đơ, 2 lược điều chỉnh độ dài ( 3-6, 9-12mm), 1 lọ dầu máy, 1 chổi vệ sinh,2pin,1 sạc. - Đèn led hiển thị tình trạng sạc hoặc đang sử dụng - Hàng chất lượng cao, an toàn, dễ sử dụng, phù hợp cho gia đình,salon, cắt tóc cho trẻ em nhỏ, người lớn - Thời gian sử dụng liên tục lên đến 120 phút Sạc nhanh sử dụng nguồn tự động 110V - 240V - Lưỡi răng có thể chỉnh độ dài tự động : 1mm , 1,3mm , 1,6mm , 1,9mm - Lưỡi răng bằng sứ sắc bén, không rỉ, có thể tháo rời để vệ sinh. Chạy rất êm Chỉ cần 3 phút đến 15 phút cho một lần cắt tóc. Thời gian sử dụng bền bỉ . Sản phẩm có bảo hành 6 tháng chất lượng ! Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
140248500,"Máy cạo râu ba lưỡi tròn khô và ướt 2 trong 1 Philips Norelco S1560/81 Shaver 2100, thiết kế cả lưỡi cạo thẳng phần lưng máy- Hàng chính hãng",may-cao-rau-ba-luoi-tron-kho-va-uot-2-trong-1-philips-norelco-s1560-81-shaver-2100-thiet-ke-ca-luoi-cao-thang-phan-lung-may-hang-chinh-hang-p140248500,1604000,"- Philips là thương hiệu thuộc Tập đoàn Điện tử Hoàng gia Philips được thành lập năm 1891 tại Amsterdam - Hà Lan. Đây là công ty hàng đầu thế giới chuyên sản xuất và phân phối các sản phẩm thuộc ngành chăm sóc y tế, chiếu sáng, đặc biệt là ngành điện gia dụng và điện tử tiêu dùng, với hệ thống cửa hàng, nhà máy tại hơn 150 quốc gia cùng hàng trăm ngàn lao động.- Với mục tiêu cải thiện cuộc sống con người, Philips không ngừng nỗ lực và sáng tạo nhằm đưa công nghệ và kỹ thuật tối tân và tiết kiệm năng lượng vào những dòng sản phẩm đa dạng như: bàn ủi, máy cạo râu, máy ép trái cây, máy hấp, máy pha cà phê, bình siêu tốc… Các sản phẩm của Philips đang được tiêu thụ rộng rãi tại Việt Nam, có mặt tại 90% các cửa hàng điện gia dụng và dễ dàng tìm thấy ở tất cả các siêu thị lớn trên cả nước. Qua nhiều năm đứng vững trên thị trường, đến nay, Philips hiện là lựa chọn yêu thích của người tiêu dùng Việt.- Máy cạo râu Philips Norelco S1560/81 Shaver 2100 thuộc dòng Norelco với hệ thống lưỡi kép giúp nâng râu lên để cắt thật thoải mái, và cạo được sát hơn.Đầu cong điều chỉnh tự động để khớp với đường cong trên khuôn mặt và cổ của bạn. Máy cạo râu hoàn toàn có thể rửa sạch trong nước dễ dàng. Pin dùng khá bền: sạc pin 8 tiếng, kéo dài 14 ngày (sử dụng 35 phút). Sản phẩm bao gồm: một nắp bảo vệ, dây điện, và bàn chải để dễ dàng, nhanh chóng làm sạch máy.Hệ thống Close Cut Blade - Được thiết kế chắc chắn, cho bạn độ chính xác và nhanh nhất khi mỗi lần cạo râu. Lưỡi dao hoạt động sắc bén và bền bỉHoạt động với 4-hướng đầu Flex- Các đầu tự động được điều chỉnh và di chuyển theo 4 hướng với đường cong của khuôn mặt và cổ của bạn cho bạn cạo râu thật dễ dàng và mượt mà ngay cả trên cổ và đường quay hàm.Pin Lithium-ion- Với thiết kế pin Lithium-ion hoạt động mạnh mẽ và bền lâu giúp cạo râu với mọi lần sạc, tiện lợi để bạn mang đi và làm đẹp ở mọi nơi.Vệ sinh thật dễ dàng- Chỉ cần bật đầu mở ra, và rửa kỹ bộ phận đầu cạo dưới vòi nước.Đầu tỉa mai tóc và ria mép gọn gàng - Làm sạch và gọn các mai tóc cũng như ria mép không mong muốn bằng cách sử dụng tông đơ lênPin sử dụng lâu và bền bỉ- Pin dùng khá bền: sạc pin 8 tiếng, sử dụng 35 phútThông số sản phẩm- Màu sắc: Đen.- Điện áp: 100-240 V- Chất liệu: Nhựa ABS, Linh kiện.- Thời gian sạc: 8 tiếng.- Thời gian sử dụng: 35 phút liên tục (tương ứng với 11 lần sử dụng)- Loại pin: Lithium-ion- Led báo hiệu: Có- Công suất: 2W - Xuất xứ: Hà Lan Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
183909895,"Máy Cạo Râu Kiêm Cắt Tỉa Lông Mũi Cao Cấp Bằng Thép Không Gỉ An Toàn 2 Đầu Tiện Lợi, Thiết kế Nhỏ Gọn, Sạc Tích Điện",may-cao-rau-kiem-cat-tia-long-mui-cao-cap-bang-thep-khong-gi-an-toan-2-dau-tien-loi-thiet-ke-nho-gon-sac-tich-dien-p183909895,119000,"Máy Cạo Râu Kiêm Cắt Tỉa Lông Mũi Bằng Thép Không Gỉ An Toàn 2 Đầu Tiện Lợi, Thiết kế nhỏ gọn Đặc điểm Lưỡi dao bằng thép không gỉ cao cấp thoải mái cắt tỉa những sợi lông không mong muốn. 2 đầu có thể thay thế cho các mục đích sử dụng khác nhau. nhỏ nhắn và được thiết kế đẹp rất thuận tiện cho việc mang theo. Thông tin chi tiết Được cấp nguồn bởi: pin 300mAh Loại sản phẩm: Tông đơ mũi và cạo râu Chất liệu: ABS Điện áp: 110-240V Mức tiêu thụ nguồn (W / m): 2W Kích thước: 12,7 * 2,2cm Gói hàng bao gồm: 1 x Máy tỉa lông mũi 1 x Đầu tông đơ cạo râu #Máycạorâu #maycaoraunam #dungcucaorau #docaorau#tongdo #cattoc #caorau #chamsoccanhan #namgioi #be #treem #sosinh #dodung #maycaorau #shaver #daocaoraunam Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
155199074,Tông đơ bấm viền Codos CHC-338,tong-do-bam-vien-codos-chc-338-p155199074,650000,"Tông đơ bấm viền Codos CHC-338 với thiết kế gọn nhẹ, dễ sử dụng và thao tác đơn giản, khả năng vận hành mạnh mẽ, máy có bộ phận giảm ồn, chạy êm ái, nhẹ nhàng, Tông đơ bấm viền Codos CHC-338 có chế độ đèn Led hiển thị nhanh, chậm, nguồn điện. Bạn có thể kiểm soát được tốc độ và điều chỉnh phù hợp. Máy có thể vận hành không dây nhờ pin sạc, sử dụng khoảng 1.5 giờ liên tục. Hoặc bạn có thể cắm nguồn điện vào sử dụng trực tiếp, sẽ kéo dài thời gian lâu hơn. Đi kèm với lưỡi dao sắc bén của tông đơ bấm viền Codos CHC-338 là 4 cữ căn độ dài của tóc 1.5mm - 3.0mm - 4.5mm - 6.0mm. Giúp cho việc thao tác cắt tóc nhanh chóng hơn và cực an toàn, Thông số kĩ thuật: Nhãn Hiệu: Codos Model: CHC-338 Màu sắc: Trắng Công suất: 7W. Công tắc thuận tiện cho cắt tóc bằng cả hai tay Kích thước máy ( D x R x C): 15.2 x 4 x 3.5 cm. Màn hình LED cho biết nguồn điện còn lại và trạng thái sạc Lưỡi có thể tháo rời dễ dàng và thuận tiện Nguồn điện: 100-240V 50/60Hz Thời gian sử dụng 180 Phút. Bộ sản phẩm gồm: 1 máy + 1 bộ sạc + 1 chổi + 1 lọ dầu + 4 cữ căn độ dài + 1 hộp sản phẩm. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
111857979,Tông đơ CHUYÊN NGHIỆP CODOL CHC-530 đẳng cấp,tong-do-chuyen-nghiep-codol-chc-530-dang-cap-p111857979,170000,"Tông đơ cắt tóc Codol CHC-530 với thiết kế gọn nhẹ, dễ sử dụng và thao tác đơn giản, khả năng vận hành mạnh mẽ, máy có bộ phận giảm ồn, chạy êm ái, nhẹ nhàng, Thông số chi tiết tông đơ Codol CHC-530 Nhãn hiệu : Codol Model: CHC-530 Thân máy : nhựa cao cấp Lưỡi : thép không gỉ Pin : pin sạc Dung lượng pin : 800mAh Nguồn điện: 100-240V 50/60Hz 0.2A Thời gian pin sạc : 3-4 tiếng Thời gian sử dụng : 40-50 phút sử dụng liên tục. Màu sắc : ghi pha đen Kích thước máy ( D x R x C): 17 x 4.5 x 3.8 cm. Có lược căn độ dài tóc : 1 gá 3 - 6mm, 1 gá 9 - 12mm. Bộ sản phẩm gồm: 1 máy + 1 bộ sạc + 1 chổi + 1 lọ dầu + 2 lược căn độ dài + hộp sản phẩm. Chú ý khi sử dụng: Trước khi sử dụng bạn nên tra dầu bôi trơn vào đầu lưỡi thì khi cắt sẽ bén hơn và máy chạy êm hơn. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
55607648,Tông Đơ Cắt Tóc Không Dây CD.T6 Tiện Dụng Động Cơ Bền Bỉ Sang Trọng,tong-do-cat-toc-khong-day-cd-t6-tien-dung-dong-co-ben-bi-sang-trong-p55607648,519000,"Bạn đang tìm 1 chiếc tông đơ cắt tóc chuyên nghiệp, 1 chiếc tăng đơ cắt tóc cao cấp? Bạn đã chọn nhưng chưa tìm được chiếc tông đơ cắt tóc nào thực sự phù hợp! Tất cả vấn đề đó sẽ được giải quyết ngay với sản phẩm tông đơ cắt tóc T6 Thông tin chi tiết sản phẩm tông đơ cắt tóc T6Tên sản phẩm : Tông Đơ Cắt Tóc Không Dây CD.T6 Tiện Dụng Động Cơ Bền Bỉ Sang TrọngChất liệu :Vỏ máy : nhựaLưỡi cố định : thép cao cấpLưỡi di chuyển : sứ CeramicNguồn : pin sạcPin : 900mAhĐiện áp : AC 110 - 220v, 50HzCông suất : 3WThời gian sạc đầy : 4 -5 tiếngThời gian sử dụng : 90-180 phút liên tục.Màu sắc : trắng phối hợp đenKích thước máy : 17 x 4.5 x 4 cmKích thước hộp đựng : 22 x 17 x 5.5 cmKhối lượng toàn bộ sản phẩm : 450 gramBộ sản phẩm gồm có : 1 máy (pin kèm theo + pin sơ cua) + bộ vệ sinh ( 1 chổi và 1 lọ dầu ) + 2 lược chỉnh với 4 đầu cữ ( 3, 6 , 9, 12 mm )Một số ưu điểm nổi bật của sản phẩm tông đơ cắt tóc T6Công nghệ sản xuất rất tỉ mỉ, từng chi tiết nhỏ của máy đều được kiểm tra kỹ càng trước khi lắp ráp hoàn thiện để đem đến cho người tiêu dùng sản phẩm hoàn hảo nhất. có thể.Các chất liệu sử dụng cho từng bộ phận đều đạt chuẩn chất lượng, từ lưỡi cắt gồm có lưỡi cố định được làm từ thép cao cấp không bị sét gỉ, lưỡi di chuyển được làm từ chất liệu sứ Cenamic không bị mòn hay cùn kể cả thời gian sử dụng lâu dài. Đến vỏ ngoài của máy cũng rất chắc chắc với nhựa nguyên chất cứng cáp có thể chịu được va chạm và tác động nhẹ từ môi trường.Sự kết hợp ăn ý giữa 2 màu trắng và đen đã mang đến sản phẩm tông đơ T6 vô cùng nổi bật và bắt mắt.Công suất máy bền bỉ với dung lượng pin lớn và thời gian sử dụng lâu dài.Động cơ hoạt động êm ái với 2 lưỡi cắt di chuyển trơn tru đều đặn giải quyết vấn đề cắn tóc khi cắt từ những sản phẩm thông thường khác.Kích thước vừa phải với trọng lượng tương đối cho bạn cảm giác rất đầm tay khi cầm giúp đưa tóc nhẹ nhàng mượt mà hơn. Công tắc tắt bật và công tắc điều chỉnh lưỡi cắt được đặt sát nhau ngay trên thân máy rất hợp lý, rất thuận tay người sử dụng. Nếu bạn muốn tìm kiếm một sản phẩm tông đơ cắt tóc cho bé chất lượng hãy lựa chọnĐiểm đặc biệt của tông đơ này là pin sạc có thể tháo rời và kèm theo 1 pin sơ cua cho dung lượng tăng gấp đôi rất phù hợp cho tiệm cắt tóc chuyên nghệp hay những người đi xuất khẩu lao động, ra nước ngoài công tác dài hạn.Cách sử dụng tông đơ bền bỉSạc đủ pin trước khi sử dụngKhông sạc pin quá lâu dẫn đến dễ bị chai pin .Vệ sinh sạch sẽ sau mỗi lần sử dụng.Bảo quản sản phẩm ở nơi thoáng và khô ráo.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
204640231,"Tông đơ cạo viền Kemei KM-5021 chuyên dụng bấm viền, fade tóc, cạo đầu, fade trắng chân tóc",tong-do-cao-vien-kemei-km-5021-p204640231,299000,"KEMEI KM-5021 LÀ CHIẾC TÔNG ĐƠ DETAILER ĐANG RẤT ĐƯỢC ƯA CHUỘNG TẠI NHIỀU NƯỚC TRÊN THẾ GIỚI. tHIẾT KẾ NHỎ GỌN , THUẬN TIỆN , THƯỜNG NÊN THUẬN TIỆN MANG ĐI MỌI LÚC MỌI NƠI. LƯỠI DAO ĐƯỢC THIẾT KẾ KIỂU T-BLADE ( GIỐNG CHIẾC WAHL DETAILER CỦA MỸ) , LÀM BẰNG CHẤT LIỆU TITIANIUM CHO ĐỘ BỀN CAO VÀ CẮT SÁT HƠN. MÁY THIẾT KẾ RẤT NHỎ XINH, BẮT MẮT , ĐỘNG CƠ MẠNH MẼ , CÓ THỂ DÙNG CẮT TÓC, TẠO KIỂU , CẮT RÂU, TỈA RÂU, KẺ VIỀN PHÙ HỢP TIỆM TÓC CŨNG NHƯ NAM GIỚI THÍCH VIỆC TẠO KIỂU RÂU TÓC CHO BẢN THÂN Powered by: 600 mAh pin Lithium-ion Item Loại: tóc Clipper đa năng điện áp: 110-220V Power : 3 W Điện Áp đầu vào (V):3 v Thời Gian sạc: 8 giờ Thời Gian làm việc:60 phút trọng lượng bao bì: 450 GR Kích Thước sản phẩm (L x W x H): 4 X 4 X 14 CM SẢN PHẨM ĐƯỢC BẢO HÀNH 3 THÁNG TẠI SHOP Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",[]
